"brand_name","provider_id","cnt_services"
"OptiLink","190058 ","22119"
"Rincon Wireless","410014 ","22054"
"Conxxus","370068 ","22042"
"GVCS","130578 ","22027"
"Southeast MN Wifi LLC","390107 ","22010"
"Montana Opticom","240061 ","22003"
"West River Telecommunications Cooperative","131465 ","21997"
"Skywire Networks","210101 ","21976"
"Sprout Fiber Internet","440132 ","21936"
"KUB","470045 ","21924"
"Garden Valley Technologies","130526 ","21859"
"Southeastern Indiana REMC","450151 ","21808"
"Windstream Buffalo Valley, Inc.","131413 ","21803"
"JWEMC Communications LLC dba Flash Fiber","460557 ","21726"
"Comporium Midlands","131125 ","21641"
"TekWav","360085 ","21528"
"OneSource Communications","380170 ","21416"
"AirNet","310052 ","21393"
"BROADLINC","410115 ","21364"
"Endeavor Communications","130288 ","21360"
"Red River Communications","131097 ","21217"
"Arx Web","350011 ","21211"
"Bolt","130804 ","21173"
"Mid-Rivers Communications","130826 ","21124"
"Citizens Communications Broadband","130279 ","21042"
"Skyewaves LLC","480084 ","21023"
"Blackfoot Telephone Cooperative, Inc.","130132 ","20990"
"Varnet, Inc. dba Varcomm Broadband","131416 ","20867"
"Tipmont Rural Electric Membership Corporation","400047 ","20863"
"Lynches_River_Communications_Inc","430051 ","20774"
"ConwayCorp","130340 ","20745"
"Project Mutual Telephone Cooperative Association, Inc.","131075 ","20737"
"DCTexas","260016 ","20713"
"Rio Virgin Telephone","130206 ","20678"
"Board of Trustees, Northern Michigan University","440121 ","20541"
"Planet Networks","390162 ","20310"
"DELCOM","130400 ","20222"
"4 SIWI LLC","190501 ","20180"
"RT Communications Inc.","131090 ","20146"
"LogonixCorporation","390068 ","20126"
"Stealth Broadband","370110 ","20119"
"NaTel","131463 ","20070"
"Palmetto Telephone Communications, LLC","131005 ","20006"
"Owensboro Municipal Utilities","190282 ","20001"
"GigaBeam Networks, LLC","260062 ","19965"
"Bluegrass Fiber","390015 ","19960"
"North Coast Internet","350072 ","19863"
"Kansas Broadband Internet","300077 ","19844"
"CEO Technologies","300036 ","19819"
"South Central Indiana Rural Electric Membership Corporation","400118 ","19740"
"LARIAT","280073 ","19678"
"TRI-COGO FIBER","390124 ","19600"
"Byhalia.net LLC","350018 ","19395"
"Pine Bluff Cable Television, Inc.","150334 ","19373"
"Radio Link Internet","260038 ","19355"
"Ben Lomand Communications, LLC","130112 ","19312"
"IQ Fiber","470041 ","19294"
"TRICOLINK","440102 ","19276"
"rNetworks LLC","300180 ","19256"
"Rocky Mountain Internet Inc","420110 ","19213"
"BTC Broadband","130130 ","19132"
"Mayfield Electric and Water Systems","150281 ","19116"
"Paladin Wireless","330057 ","19089"
"BEK Communications Cooperative","130108 ","19025"
"Mountain Rural Telephone Coop.,Corp.,Inc.","130865 ","18978"
"Splash Wireless Internet LLC","290097 ","18970"
"Foothills Rural Telephone Coop. Corp., Inc.","130507 ","18967"
"Callabyte","340012 ","18930"
"Alliance Communications Cooperative, Inc.","130040 ","18894"
"Waupaca Online","440127 ","18849"
"Comporium Brevard","131125 ","18768"
"Mosaic Technologies","130244 ","18747"
"Citizens Telephone Cooperative","130266 ","18705"
"ProTek Fiber","360122 ","18662"
"AIRECAST","131214 ","18655"
"North Dakota Telephone Company","130885 ","18619"
"IT Auditors PR  Corp","420064 ","18554"
"Miles Communications LLC","130569 ","18492"
"Reservation Telephone Cooperative","131102 ","18402"
"HTC","130746 ","18394"
"Hayneville TelCO/Fiber","130597 ","18386"
"Nuwave Technology Inc.","350073 ","18353"
"Echo Wireless","390035 ","18341"
"WillitsOnline","450139 ","18300"
"Bullitt Communications","300125 ","18275"
"KGICOMMUNICATIONS LLC","380065 ","18238"
"Advanced Communications Technology, Inc.","131090 ","18224"
"SOUTH CENTRAL COMMUNICATIONS","131219 ","18165"
"360 Communications, LLC","250003 ","18073"
"Jamadots Internet","130607 ","18029"
"Coleman County Telephone Coop, Inc","130307 ","17991"
"""Pioneer Communications""","131044 ","17946"
"Centranet, LLC","450026 ","17939"
"Edge Broadband","460093 ","17882"
"Mi-Fiber, LLC","370108 ","17879"
"Central Texas Telephone Cooperative, Inc.","130227 ","17854"
"Snappy Internet & Telecom","230008 ","17828"
"NKTELCO","130903 ","17817"
"Kosciusko Connect LLC","450063 ","17784"
"KNR Wireless  LLC.","350139 ","17704"
"Columbia Power and Water Systems","260009 ","17702"
"Oklahoma Windstream, LLC","131413 ","17693"
"Smart Way Communications LLC","310006 ","17544"
"Rally Networks","130986 ","17520"
"MCG","130774 ","17457"
"Blue Ridge Mountain Electric Membership Corporation","310013 ","17430"
"Northwoods Connect","320120 ","17391"
"Aroostook Technologies Inc.","340091 ","17376"
"Fixed Wirelesss","400021 ","17366"
"Maquoketa Valley Electric Cooperative","360052 ","17358"
"FTC DSI","130490 ","17301"
"SWC Telesolutions, Inc.","150313 ","17261"
"Rebeltec Communications LLC","190313 ","17181"
"Pioneer Broadband","360068 ","17177"
"Broadband Corp","130161 ","17103"
"DSI Stream","420036 ","17072"
"Poka Lambro Telephone Cooperative, Inc.","131055 ","17025"
"Windstream Communications, Inc.","131413 ","17013"
"Wayne Technologies LLC","440184 ","16989"
"SkyNet Communications| LLC","330070 ","16979"
"Wes-Tex Telecommunications, Ltd.","131476 ","16938"
"PearlComm Fiber","460064 ","16905"
"WesternMontanaCommunityTel","131129 ","16875"
"Dickey Rural Telephone Coop","130405 ","16846"
"GREEN MOUNTAIN ACCESS","131175 ","16827"
"GoSEMO, LLC","390101 ","16819"
"Hinton Telephone Company","130614 ","16791"
"SmarterBroadBand","470069 ","16759"
"Chariton Valley Communication Corporation","130234 ","16746"
"Central Indiana Communications Inc","130586 ","16722"
"MyJEC.net","400026 ","16692"
"Cass Cable TV Inc","130208 ","16635"
"fiberfly","450048 ","16622"
"Orange County REMC","400105 ","16596"
"Computer Techniques, Inc.","290031 ","16590"
"ALE-NET INC","430186 ","16544"
"BLIP Networks","200006 ","16525"
"Susquehanna Broadband","430079 ","16512"
"RTC Communications","130393 ","16436"
"First Light Fiber, LLC dba ACE Fiber","430033 ","16377"
"McDonough Telephone Cooperative Inc","130799 ","16304"
"MICHIGAN BROADBAND SERVICE","160127 ","16262"
"MR Systems Wireless","350068 ","16172"
"BTC, Inc.","130154 ","16171"
"MEI","130097 ","16166"
"Franklin Telephone Co. Inc","131302 ","16155"
"Venture Communications Cooperative, Inc.","131422 ","16151"
"Smartcom Telephone, LLC","131206 ","16139"
"Hill Country Telecommunications","130612 ","16138"
"Skynet Country Inc","340068 ","16067"
"SELCO","131361 ","16063"
"DC Access LLC","150249 ","16031"
"Mission Valley Communications, LLC.","300092 ","16019"
"EchoNet Wireless Puerto Rico LLC","480033 ","15970"
"Blue Pulse Networks LLC","360010 ","15905"
"MELROSE TELEPHONE","130074 ","15900"
"Good Connections  LLC","360118 ","15888"
"Heartland Telecommunications Company of Iowa","130877 ","15817"
"Thacker-Grigsby Telephone Company, Inc.","131328 ","15812"
"South Slope Cooperative Telephone Company ILEC","131222 ","15745"
"Winnebago Cooperative Telecom Association","131494 ","15744"
"Windstream Missouri, Inc.","131413 ","15742"
"Benton Rural Electric Association","190419 ","15673"
"Dakota Central","130387 ","15641"
"HTSWIRELESS","400023 ","15631"
"South Central Connect","390106 ","15597"
"Wave Wireless","131453 ","15570"
"Valley Telephone Cooperative, Inc.","340001 ","15488"
"BuzzBroadband","130030 ","15468"
"Ridge Tower Network LLC","440167 ","15453"
"Bluesky Communications","170012 ","15393"
"NUconnect","400100 ","15383"
"digiMax","130872 ","15347"
"Piedmont Rural Telephone Cooperative, Inc.","131036 ","15299"
"Sierra Telephone Company, Inc.","131186 ","15269"
"SBC-Wireless","390102 ","15203"
"RAINBOW COMMUNICATIONS LLC","131087 ","15192"
"Anthem Broadband of Nevada","460004 ","15178"
"Pioneer Telephone Cooperative","131046 ","15106"
"Bixby Telephone Co","130130 ","15043"
"Haefele Connect","190181 ","14973"
"Farmers Mutual Telephone Company, Inc.","130479 ","14950"
"ACENTEK","130008 ","14947"
"Planters Rural Telephone Cooperative","131052 ","14941"
"Taylor Telephone Cooperative, Inc.","131296 ","14938"
"Vermont Telephone Company","131426 ","14883"
"Nortex Communications Company","130925 ","14852"
"All West Communications","130037 ","14842"
"Pineland Telephone Cooperative","131041 ","14793"
"ENMR Telephone Cooperative","130458 ","14732"
"Alma Telephone","130044 ","14621"
"Palmetto Rural Telephone Cooperative, Inc.","131005 ","14615"
"UpNetWI","370132 ","14588"
"Crown Castle Fiber LLC","400092 ","14565"
"Douglas County P.U.D. (wholesale)","190303 ","14552"
"DigitalC","410031 ","14495"
"Lake County Broadband Solutions","370065 ","14481"
"ETS Telco","450044 ","14438"
"The Cable Company","240022 ","14394"
"Wikstrom Telephone Company, Inc.","131482 ","14386"
"Bulloch County Rural Telephone Cooperative, Inc.","130176 ","14368"
"Integrated Elements Ultd.","470133 ","14292"
"AlignTec Incorporated","290008 ","14291"
"KC Web","380064 ","14288"
"Uber Wireless LLP","460084 ","14269"
"Reach Broadband","190312 ","14243"
"ShastaBeam","390056 ","14192"
"CVEC Fiber, LLC","440122 ","14191"
"United Sky","150327 ","14184"
"Acadianabroadband","390002 ","14166"
"Rocket Connect","360071 ","14131"
"Clearnetworx","310024 ","14091"
"Madison Communications","130769 ","14087"
"WiSpan Internet LLC","380150 ","14048"
"Southern Plains Cable, LLC","190233 ","14028"
"Wifires Internet","380149 ","13996"
"JCFiber","450060 ","13976"
"NT_Spark_LLC","440155 ","13966"
"Sjobergs","131197 ","13955"
"RINGGOLD TELEPHONE COMPANY","131113 ","13949"
"Mountain Zone TV","240068 ","13942"
"Indian Wells Valley Internet Service Provider","470037 ","13923"
"West Carolina Communications, LLC","131459 ","13838"
"Lynx WV","440150 ","13830"
"Accipiter Communications Inc DBA Zona Wyyerd","450174 ","13813"
"Marquette Adams Telephone Coop, Inc","130783 ","13778"
"Nexus Air Fiber","430061 ","13761"
"EFIBER","130453 ","13747"
"Bee Line Cable","190047 ","13699"
"ZING Broadband by PGTelco","130386 ","13682"
"Brindlee Mountain Telephone LLC","131378 ","13674"
"Cedar Falls Utilties","130218 ","13638"
"Pineland Communications, Inc.","131041 ","13610"
"Blue Ridge Internet L.L.C.","480012 ","13605"
"French Broad Electric Membership Corporation","380045 ","13581"
"WTC","131448 ","13547"
"TRI-CO CONNECTIONS","420135 ","13522"
"Aptitude Internet LLC","320007 ","13508"
"Ardmore Telephone Company","130068 ","13497"
"Public Utility District No.1 of Okanogan County","300112 ","13490"
"Whidbey Telephone Company","131478 ","13446"
"JB-Nets  LLC","190208 ","13386"
"ZIRKEL Wireless","280068 ","13363"
"Gulf Coast Broadband","131117 ","13360"
"Cookson Hills Connect, LLC","450038 ","13294"
"TEPAConnect","460080 ","13289"
"iWiSP LLC","320057 ","13281"
"Geneseo Telephone Company","130535 ","13267"
"Speedwavz","460076 ","13214"
"FiberHawk","131285 ","13210"
"Haviland Telephone","160127 ","13210"
"Brazoria Telephone Company","130152 ","13205"
"Direct Communications Cedar Valley","440186 ","13198"
"Chickasaw Telephone Company","130245 ","13173"
"Northern Arkansas Telephone Company Inc","130882 ","13153"
"Cascade Utilities, I","130206 ","13066"
"T V Service Inc","131328 ","13013"
"Taos Net, LLC","290099 ","12992"
"ShawneeLEC","131180 ","12921"
"Ubinet Wireless","470079 ","12915"
"James Valley Cooperative Telephone Company","130673 ","12905"
"Clay County Connect, Inc","430110 ","12864"
"United Communications","131407 ","12823"
"MUSFiber","360055 ","12820"
"Wildstar Networks","470070 ","12816"
"Mifflin County Wireless","440151 ","12747"
"Burlington Telecom","131167 ","12678"
"RS Fiber Cooperative","330064 ","12633"
"MTC Cable","460633 ","12582"
"SVEConnect LLC","400044 ","12571"
"US WiFi  LLC","480097 ","12559"
"Bulloch Cellular, Inc.","130176 ","12526"
"PrentissConnect","460068 ","12492"
"Airbridge Broadband","390006 ","12480"
"Volcano Vision","131441 ","12468"
"The Southern Kansas Telephone Company, Inc.","140092 ","12456"
"Windstream Mississippi, LLC.","131413 ","12451"
"TampaBay Fiber","390149 ","12446"
"Wireless Data Net  LLC","250085 ","12424"
"Cobalt Ridge","380028 ","12405"
"Delhi Telephone Company","130399 ","12364"
"Polar Telecommunications Inc","131056 ","12361"
"Noize Communications LLC","270065 ","12309"
"Tishomingo Connect","440099 ","12307"
"Consolidated Communications Networks, Inc.","130337 ","12297"
"Zetalink","360100 ","12296"
"East Arkansas Video, Inc.","150334 ","12295"
"Scottsboro Electric Power Board","240085 ","12286"
"Petit Jean Fiber","450100 ","12268"
"Coosa Valley Technologies, Inc.","460021 ","12253"
"LHTC BROADBAND","130721 ","12220"
"AirLink Internet Services","460002 ","12216"
"Winn Telephone Company","131493 ","12199"
"ECIN","130126 ","12148"
"Paragould Light Water and Cable","380099 ","12112"
"Futiva","130584 ","12102"
"Arizona Network LLC","440116 ","12094"
"Medina Fiber","450068 ","12062"
"Hood Canal Communications","131118 ","12042"
"Future Broadband","480041 ","12039"
"NAEC Fiber","380093 ","12015"
"Baraga Telephone Company","130095 ","11980"
"Nikola Broadband","440159 ","11980"
"Fremont Telcom Co.","130132 ","11979"
"Community Cable and Broadband INC","430196 ","11950"
"TruVista Communications – ILEC","130242 ","11942"
"Loretto Telephone Company, Inc.","131199 ","11913"
"Farmers Telecommunications Corporation, Inc.","260000 ","11910"
"Relyant Communications","131485 ","11907"
"Grayson Collin Communications","130380 ","11839"
"Northeast Florida Telephone Company","131362 ","11821"
"Farmers Telephone Company - Essex","130489 ","11661"
"Consolidated Telcom","130337 ","11654"
"Door County Broadband  LLC","300047 ","11638"
"Valley Center Wireless","380098 ","11575"
"Talkie Communications inc","410098 ","11569"
"Ponca City Utility Authority","460019 ","11558"
"Plant Telephone Company","131051 ","11536"
"Riverside Broadband LLC","380063 ","11503"
"Riverside Broadband LLC","460596 ","11503"
"Delta Fiber","430028 ","11486"
"Norwood Broadband","460060 ","11477"
"PHYNX","130697 ","11444"
"New Visions","410187 ","11431"
"Vernon Communications","131427 ","11377"
"iZone Broadband","210061 ","11285"
"Stanfield Technologies LLC","430077 ","11273"
"Union Telephone Company","360114 ","11240"
"CC Communications Broadband","130252 ","11180"
"Pulaski White Rural Telephone Cooperative Inc","131078 ","11122"
"High Rapid Networks","360038 ","11116"
"Lakeland Communications Group, LLC dba Lakeland Communications","130714 ","11102"
"Pathwayz","131011 ","11040"
"Sacred Wind Communications Inc","150313 ","11034"
"TecInfo Communications  LLC","150323 ","11004"
"Piedmont Communications Services, Inc.","131283 ","10930"
"Muscatine Power & Water","131379 ","10910"
"NineStar Connect","130586 ","10902"
"Nimbus Solutions","460056 ","10890"
"TCW","470014 ","10875"
"KyWiFi","400028 ","10874"
"Krns Products LLC","390062 ","10840"
"Louisa Communications","130878 ","10839"
"McLoud Telephone Co","130425 ","10832"
"Valliant Telephone Company","131412 ","10826"
"HallsNet","440140 ","10815"
"Premium Choice Broadband","300168 ","10815"
"Stimulus Technologies of New Mexico, LLC","450121 ","10808"
"Peoples Rural Telephone Cooperative","131029 ","10803"
"SKYBEST COMMUNICATIONS","131199 ","10771"
"Long Lines Metro, LLC","130757 ","10766"
"Irvine Community Television, Inc.","130668 ","10738"
"Wabash Mutual Telephone","131444 ","10717"
"TPx Communications","131386 ","10709"
"Northeast Nebraska Telephone Company","130941 ","10701"
"LightSpeed powered by Reedsburg Utility","131100 ","10700"
"Plant TiftNet, Inc","131051 ","10617"
"Communications 1 Network, Inc.","130321 ","10604"
"Cunningham Telephone & Cable","131900 ","10587"
"TellerWifi","370121 ","10569"
"Cross Telephone Company","130366 ","10566"
"Horizon Broadband","440144 ","10535"
"Vero Broadband","460089 ","10517"
"CROSSROADS FIBER","460018 ","10474"
"Kloud Konnect","340032 ","10473"
"Pine Cellular Phones, Inc.","131039 ","10450"
"Maxwire Inc","270061 ","10446"
"Singing River Connect","450116 ","10421"
"Easton Velocity","190131 ","10383"
"DirectLink","130196 ","10321"
"JR Network PR LLC","450061 ","10301"
"GBT Communications, Inc.","420187 ","10300"
"Mountain View Telephone Company","131518 ","10272"
"NCTC","131340 ","10235"
"Midway Net LLC","380178 ","10232"
"Coldwater Board of Public Utilities","190096 ","10216"
"M-Pulse Fiber","430056 ","10210"
"Cable Services Inc","130184 ","10209"
"Nelsonville TV Cable","240065 ","10192"
"Skywave Wireless, Inc.","270074 ","10181"
"Northeast Missouri Rural Telecommunications","130940 ","10167"
"TCT Fiber","131366 ","10156"
"CT Communications Network Inc.","131329 ","10136"
"Impact Internet","440200 ","10120"
"FullSpeed LLC","470034 ","10104"
"Conexus Communications Inc","410184 ","10102"
"Cloud 9 Fiber| Cloud 9 Wireless LLC","410174 ","10074"
"WT Services, Inc","131466 ","10064"
"Glenwood Telecommunications Inc.","130546 ","10047"
"CITY OF WYANDOTTE","270024 ","10023"
"Long Lines","130757 ","10019"
"iLines","250027 ","10010"
"GEUS","130540 ","9974"
"Public Service Telephone Company","131076 ","9969"
"Twin Valley Communications, Inc","140092 ","9963"
"NCATS","420181 ","9951"
"Ncool.net","360049 ","9946"
"Hortons Internet","400022 ","9920"
"Nez Perce Network Systems","330054 ","9910"
"The Champaign Telephone Company","131329 ","9874"
"Brazos WiFi","280011 ","9819"
"E.L. INTERNET NORTHWEST","310036 ","9813"
"Ruralband","360069 ","9786"
"SECOM Inc","230043 ","9778"
"LigTel Communications","130742 ","9768"
"Pinpoint Communications Inc","131043 ","9728"
"MLGC","130856 ","9719"
"FiberX","470128 ","9719"
"NHTC","130902 ","9703"
"Fulton Telephone Company","140030 ","9697"
"Falcon Internet","370038 ","9666"
"The Ponderosa Internet","131057 ","9654"
"TXOL Internet","310037 ","9649"
"Kennett City Light Gas and Water","430203 ","9644"
"Comporium Midlands CLEC","131125 ","9636"
"DayStarr","240032 ","9626"
"Open Infra Inc","450094 ","9624"
"Kerman Telephone","131173 ","9584"
"TEC, Erin Division","131311 ","9570"
"Amherst Telephone Company","130058 ","9560"
"ATC Broadband LLC","130044 ","9523"
"Minburn Communications","130845 ","9477"
"Forked Deer Connect LLC","400083 ","9473"
"G&B Networks Solutions Inc","430237 ","9470"
"Northcentral Connect, Inc.","440063 ","9459"
"WestPAnet","360103 ","9448"
"Cherokee Telephone Company","130240 ","9432"
"Sunman Telecommunications LLC","130569 ","9431"
"Conquest Wireless","450168 ","9429"
"Bryan Municipal Utilities","240012 ","9428"
"Tri_County_Telcom_Inc","131368 ","9426"
"Ketchikan Public Utilities","130275 ","9416"
"ElbertonNET","180012 ","9390"
"Hutchinson Tel. Co.","130906 ","9357"
"CityLink","130282 ","9344"
"Blast Communications| Inc.","460010 ","9316"
"yondoo Broadband, LLC","390157 ","9285"
"ARTELCO","130069 ","9281"
"Butler-Bremer Mutual Telephone Company","130179 ","9266"
"ValueNet","130183 ","9265"
"Cyber Broadband","460023 ","9254"
"Bros Broadband LLC","460015 ","9240"
"Onlinet","460061 ","9230"
"Epic Touch","130362 ","9221"
"Brazos Communications","130153 ","9204"
"Runestone Telephone Association","131139 ","9179"
"zumacom","360080 ","9165"
"Velocity.Net Communications, Inc.","310078 ","9163"
"Chariton Valley Telephone Corporation","130234 ","9160"
"Victoria Electric Cooperative, Inc.","420146 ","9149"
"Blackfoot Communications, Inc.","130132 ","9146"
"Citizens Telephone Company","130265 ","9136"
"FederatedTelephoneCooperative","450001 ","9098"
"Walnut Hill Telephone Company","131362 ","9096"
"Auburn Essential Services","180010 ","9078"
"NLWB","130904 ","9078"
"Colorado Valley Telephone Cooperative, Inc.","130311 ","9069"
"Yucca Telecom","131131 ","9065"
"PDS Connect","460067 ","9060"
"Skyhi Broadband Inc","320081 ","9043"
"Millry Communications","130844 ","9031"
"Florida WiFi, LLC","370039 ","8990"
"Salina Spavinaw Telephone","131152 ","8979"
"FiberLync","430071 ","8952"
"Windstream Oklahoma, LLC","131413 ","8926"
"Midwest Data Center","131126 ","8915"
"Brantley Telephone Co","130151 ","8914"
"Range Telephone Cooperative Inc.","131090 ","8900"
"Indco Cable TV and Internet","230021 ","8881"
"PVT Networks Inc","131025 ","8860"
"LTC Connect","130754 ","8854"
"HC Wireless, LLC","370044 ","8841"
"Webster-Calhoun Cooperative Telephone Association","131457 ","8813"
"American Samoa Telecommunications Authority","350009 ","8794"
"Cityless Internet Services  LLC","320022 ","8721"
"Red Bolt Broadband","370029 ","8717"
"FulAir","190163 ","8714"
"Chickasaw Telecommunications Services, Inc.","130245 ","8651"
"GLW Broadband","460684 ","8639"
"LightTube","370127 ","8612"
"Mid-Plains Rural Telephone Cooperative, Inc.","130825 ","8587"
"Live Stream LLC","410150 ","8579"
"The Greater Eastern Oregon Network","470078 ","8565"
"Star Communications","131255 ","8562"
"Southeastern Indiana Rural Telephone Cooperative","131225 ","8547"
"Randolph Telephone Telecommunications Inc.","131089 ","8521"
"G5 Internet LLC","260019 ","8518"
"RAA Data Services","350078 ","8518"
"Cimarron Telephone Company","130794 ","8479"
"Flint River TV, Inc.","131076 ","8442"
"Kit Carson Internet","390061 ","8433"
"Maxwire Inc.","270061 ","8432"
"GoBrolly","300024 ","8419"
"PANGAEA Internet","190139 ","8410"
"Nexstream","410132 ","8399"
"Backroads Broadband","320014 ","8388"
"DTS Fiber","420167 ","8380"
"Northwest Communications","130950 ","8374"
"SWAT","131232 ","8358"
"SyncWave","330074 ","8351"
"Saco River Telephone LLC","131378 ","8350"
"CUMBY TELEPHONE COOP., INC.","130375 ","8349"
"Bitwise  Inc.","460515 ","8341"
"Xtreme Enterprises LLC","350120 ","8336"
"Platinum Connect LLC","460065 ","8336"
"DesertGate Internet","340020 ","8329"
"O.P.E.N.","130745 ","8319"
"BARC Connects","380016 ","8313"
"PD Fiber, LLC","390085 ","8296"
"Three Rivers Communications","460001 ","8292"
"PRESQUE ISLE CONNECT","470060 ","8240"
"Consolidated Fiber, Inc.","380034 ","8235"
"Altitude ISP","450012 ","8230"
"GMN Wireless Broadband","170047 ","8226"
"Four States Fiber","450119 ","8218"
"Yelcot Video Group Inc","131518 ","8203"
"Empower Broadband","400094 ","8179"
"Table Top Telephone","131057 ","8149"
"BCTC","130097 ","8147"
"Smithville Telecom INC","131108 ","8140"
"Vickery Internet","460625 ","8129"
"Kraus Electronics Systems","130705 ","8127"
"Pine Telephone Company","131039 ","8109"
"WAVE.BAND| LLC","460090 ","8108"
"Livingston Telephone","300192 ","8104"
"BarryElectricCooperative","360007 ","8097"
"Armstrong Telephone Company - ND","130071 ","8062"
"Santel","131163 ","8055"
"Jenco Wireless LLC","350058 ","8053"
"Coba Internet","320091 ","8045"
"Eastern Indiana WIFI","130437 ","8041"
"Smyth Technology Group","420117 ","8035"
"Revolution Broadband - Claverack Communications, LLC","480022 ","8017"
"Netwitz Internet Services","480062 ","8009"
"Empire Telephone Corp.","130455 ","8007"
"Twin Valley Telephone,Inc","140092 ","8005"
"CNS INTERNET SERVICES","410160 ","7996"
"TEC Fiber","460081 ","7994"
"TEC, Roanoke Division","131311 ","7993"
"ATC Communications","130032 ","7925"
"Eastern Shore Communications","280020 ","7923"
"HOME TOWN CABLE TV, LLC","180032 ","7901"
"Windstream NorthStar, LLC","131413 ","7888"
"Valley FiberCom","131409 ","7872"
"DualNetInc","430226 ","7870"
"State Telephone Company, Inc.","131257 ","7864"
"Scott County Telephone Coop","131170 ","7863"
"Rural Reach","320084 ","7860"
"ThinkBig Networks, LLC","410149 ","7858"
"Ralls Technologies","160146 ","7857"
"Valley Internet","380173 ","7839"
"South Park","300192 ","7809"
"Glasgow EPB","130446 ","7803"
"Midstate Communications","130828 ","7772"
"Progressive Rural Telephone Co-Op., Inc.","131073 ","7758"
"DM-Tech Internet","290123 ","7757"
"Three River Communications, LLC","131349 ","7709"
"Altamaha Fiber","460645 ","7709"
"Fallsnet","300111 ","7707"
"South Hadley Electric Light Department","460075 ","7705"
"Heart of Iowa Communications Cooperative","130598 ","7705"
"Consolidated","131211 ","7701"
"Otelco Telephone LLC","131378 ","7701"
"Baldwin_Broadband","130093 ","7695"
"FirstLight Fiber","130993 ","7669"
"EXSTREAM","130453 ","7661"
"Underline El Paso, LLC","460085 ","7634"
"Beaver Creek Cooperative Telephone Company","130104 ","7615"
"Verde Valley Internet","380139 ","7604"
"Jefferson County Cable","240102 ","7596"
"Comporium Chesnee","131125 ","7568"
"Erwin Fiber","360029 ","7562"
"Bayfield Wireless","430010 ","7560"
"Harlan Community Television Inc","190182 ","7545"
"Starnet","131116 ","7511"
"Manti Telephone Company, Inc","130778 ","7509"
"Hope Community TV, Inc.","150334 ","7501"
"Liberty Broadband","380069 ","7496"
"New England Wireless Co.","460055 ","7469"
"Northland Networks","130976 ","7433"
"Lennon Telephone Company","130734 ","7424"
"GRANITE STATE TELEPHONE","131517 ","7394"
"Coast Communications Co Inc","130303 ","7372"
"Chickamauga Telephone Corporation","140030 ","7350"
"Summit Digital","440198 ","7344"
"Luminate Fiber, LLC","410063 ","7330"
"Starwire Technologies","340069 ","7322"
"Pigeon Telephone Company","130018 ","7315"
"Quality Cablevision","130905 ","7309"
"BEH Communications","300181 ","7299"
"Otter Tail Telecom","131009 ","7292"
"Golden Belt Telephone Association, Inc","420187 ","7291"
"WESTERN NEW MEXICO TELEPHONE COMPANY, INC","160127 ","7288"
"MIDTEL","131339 ","7280"
"Blue Spring Broadband","290015 ","7274"
"South Slope Cooperative Telephone Company CLEC","131222 ","7260"
"Cloudwyze Inc","270026 ","7256"
"Roanoke Valey Broadband Authority","430069 ","7249"
"XIT","131512 ","7224"
"Zoom Telcom LLC","420165 ","7211"
"Alpine Communications, LLC","130045 ","7170"
"Performance Broadband by Limestone Cable","131249 ","7160"
"Trenton Telephone Co.","131365 ","7154"
"Four Lakes Broadband","440039 ","7101"
"Darien Telephone Company, Inc.","130391 ","7099"
"MCEC Fiber","430052 ","7075"
"Mitchell Telecom","350012 ","7042"
"JBN Telephone","160127 ","7032"
"South Plains Telephone Cooperative","131221 ","7025"
"West Central Telephone Association","131460 ","7024"
"Arrowhead Broadband","450118 ","7020"
"Orange Co REMC","400105 ","7004"
"Tohono O'odham Utility Authority","131357 ","7004"
"STAYTON COOPERATIVE TELEPHONE COMPANY","131259 ","6999"
"MiBroadband","390071 ","6992"
"Lynxx Networks","130733 ","6983"
"Hickory Telephone Company","130609 ","6983"
"Critical Links, LLC","420027 ","6964"
"Zion Broadband| Inc.","380153 ","6961"
"ANTS-Technology| ANTS-Wifi| ANTS-Fiber","330006 ","6958"
"Lake Country Internet","380162 ","6956"
"Armstrong Telephone Company - MD","130071 ","6919"
"Colorado Valley Communications, Inc.","130311 ","6917"
"American Fiber Inc.","130778 ","6915"
"Bloomingdale Communications, Inc.","130140 ","6914"
"Ohio.Net Internet Providers","130416 ","6913"
"Standing Rock Telecom","300188 ","6899"
"Community Fiber Solutions Incorporated","130116 ","6894"
"Mutual Telephone Company","130877 ","6872"
"Sunrise_Communications","420122 ","6832"
"Texas Cellnet","300159 ","6821"
"Benton Cooperative Telephone Company","130115 ","6813"
"IVNet","440128 ","6804"
"Northwest_Communications_Inc","130057 ","6781"
"City of Fairlawn","350023 ","6757"
"United Utilities, Inc.","130534 ","6736"
"Westel_Systems","131461 ","6724"
"South Central Telcom LLC","131216 ","6722"
"Woodstock_Telephone_Company","131506 ","6719"
"MT Networks, LLC","130771 ","6699"
"Crystal Broadband Networks","220078 ","6697"
"Alaska Telephone Company","130029 ","6694"
"KanOkla Communications","130684 ","6687"
"Yelcot Holding Group Inc","131518 ","6659"
"Swiftel Communications","130271 ","6648"
"North Penn Long Distance Corporation","130455 ","6641"
"Partner Communications Cooperative","131010 ","6626"
"San Bruno CityNet Services","130278 ","6616"
"Weiss Internet","460035 ","6614"
"TEC, Friendship Division","131311 ","6614"
"Big Bend Telephone Company, Inc.","130123 ","6609"
