Provider Name,Affiliation,Operation Type,FRN,Provider ID
COLT Telecommunications,Colt Technology Services Group Limited,Non-ILEC,0010632743,450034
Colton Telephone  Company,Colton Telephone Company,ILEC,0004953980,130312
Columbia Energy L.L.C,Columbia Energy LLC,Non-ILEC,0015535271,270027
Columbia Power and Water Systems,Columbia Power and Water Systems,Non-ILEC,0001762582,260009
"Columbine Telephone Company, Inc.","Horizon Communications, Inc.",ILEC,0001615095,131190
Columbus Telephone Company,Columbus Telephone Company,ILEC,0003734167,130314
Com Direct Inc.,"ComDirect, Inc.",Non-ILEC,0022767982,400073
"COM HOME NETWORK SOLUTIONS, LLC","COMHOME Network Solutions, LLC",Non-ILEC,0030082077,430022
"COMCAST CABLE COMMUNICATIONS, LLC",Comcast Corporation,Non-ILEC,0003768165,130317
"Comcell, Inc.","Community Telephone Co., Inc.",Non-ILEC,0001649078,130327
"Comelec Services, Inc.","Comelec Services, Inc.",Non-ILEC,0005667076,340015
CommandLink LLC,"CommandLink, LLC",Non-ILEC,0028351286,460525
"CommChoice of Iowa, LLC",Long Lines,ILEC,0006801401,130757
"COMM-CORE, LLC","COMM-CORE, LLC",Non-ILEC,0024313090,350026
"Commnet Four Corners, LLC","ATN International, Inc.",Non-ILEC,0009572884,130081
"Commnet of Nevada, LLC","ATN International, Inc.",Non-ILEC,0018122879,130081
"Communication Construction Services, Inc","Communication Construction Services, Inc.",Non-ILEC,0010039147,390027
"COMMUNICATION INNOVATORS, INC.","Communication Innovators, Inc.",Non-ILEC,0023220973,350027
COMMUNICATION SERVICES INTEGRATED INCORPORATED (CSII),Communication Services Integrated Inc.,Non-ILEC,0012390167,350028
"Communications 1 Network, Inc.","Communications 1 Network, Inc.",ILEC,0002594125,130321
Communications Authority Inc,"Communications Authority, Inc.",Non-ILEC,0024452427,430112
"Communications Plus, Inc.","TelAtlantic, Inc.",Non-ILEC,0009281262,131303
"Communications Technologies, Inc","Communications Technologies, Inc.",Non-ILEC,0019598200,380029
Communications Unlimited Inc.,"Communications Unlimited, Inc.",Non-ILEC,0028837896,430023
"Communications, Inc.","Communications, Inc.",Non-ILEC,0020153037,450035
"COMMUNITY ANTENNA SERVICE, INC.","Community Antenna Service, Inc.",Non-ILEC,0004966131,130322
COMMUNITY ANTENNA SYSTEM INC,"Community Antenna System, Inc.",Non-ILEC,0000017756,240025
"Community Cable & Broadband, Inc.","Community Cable & Broadband, Inc. (OK)",Non-ILEC,0021065867,430196
community cable and broadband l l c,"Community Cable and Broadband, LLC (AL)",Non-ILEC,0025898594,410022
"Community Digital Wireless, LC",Northeast Iowa Telephone Company,Non-ILEC,0004770475,130938
Community Fiber Network LLC,"IsoFusion, Inc.",Non-ILEC,0018521443,220031
Community Fiber Solutions Incorporated,Benton Ridge Telephone Company,Non-ILEC,0020374575,130116
Community Internet Providers,Community Internet Providers LLC,Non-ILEC,0022367783,380031
Community Internet Service,Community Internet Service,Non-ILEC,0018515817,130325
"Community Internet System, Inc",Applied Connective Technologies,Non-ILEC,0018286062,410006
COMMUNITY TELECOM SERVICES,Community Telecom Services,Non-ILEC,0010763969,190102
"COMMUNITY TELEPHONE COMPANY, INC.","Community Telephone Co., Inc.",ILEC,0004973301,130327
"Co-Mo Comm, Inc.","Co-Mo Electric Cooperative, Inc.",Non-ILEC,0021854278,280017
"Compass Broadband Network, Inc.","Compass Broadband Network, Inc.",Non-ILEC,0026756049,410136
"CompassMSP, LLC dba Tarrytech","CompassMSP, LLC",Non-ILEC,0026347682,370027
Complete Communication Services,Stratford Mutual Telephone Company,Non-ILEC,0003768215,131267
Complete Computer Services LLC,"Complete Computer Services, LLC",Non-ILEC,0020275210,450036
"Complete Interactive Technologies, Inc.","Complete Interactive Technologies, Inc.",Non-ILEC,0022597348,300035
Complete Tablet Solutions,Complete Tablet Solutions,Non-ILEC,0024452443,430113
"Comporium, Inc.","Comporium, Inc.",ILEC,0001888718,131125
Comptinet,Comptinet,Non-ILEC,0029945094,420178
Compudile INC,Compudile Inc.,Non-ILEC,0030405633,470019
"Compu-Phone Voice & Data, Inc","Compu-Phone Voice & Data, Inc.",Non-ILEC,0020971032,340016
"Computer & Network Paramedics, Inc","Computer & Network Paramedics, Inc.",Non-ILEC,0024315954,440022
"Computer 5, Inc.","Computer 5, Inc.",Non-ILEC,0014511364,130329
"Computer C & C, Inc","Computer C & C, Inc.",Non-ILEC,0030489579,440023
Computer Dynamics of NW Illinois LLC,"Computer Dynamics of NW Illinois, LLC",Non-ILEC,0018108621,190103
"Computer Fellows, Incorporated","Computer Fellows, Inc.",Non-ILEC,0027136746,380032
Computer Geeks LLC,Computer Geeks LLC,Non-ILEC,0030279467,470020
"Computer Guys, LLC","Computer Guys, LLC",Non-ILEC,0029563863,420046
"Computer Magic, Inc.","Computer Magic, Inc.",Non-ILEC,0033557539,480024
"Computer Office Solutions, Inc.","Computer Office Solutions, Inc./Negia, Inc.",Non-ILEC,0016479917,230008
"Computer Ranch, LLC","Computer Ranch, LLC",Non-ILEC,0019529171,470114
"Computer Techniques, Inc.","Computer Techniques, Inc.",Non-ILEC,0017141102,290031
Computer Technologies Group,"Mobius Internet, I.T. and Communications",Non-ILEC,0020048088,340047
"Computer Technology Solutions, Inc.","Computer Technology Solutions, Inc.",Non-ILEC,0025511643,390028
"Computer Ware, Inc. DBA ITSolutions|Currie","Computer Ware, Inc.",Non-ILEC,0033700097,480025
"Computers, Electronics, Office Etc.",CEO Technologies,Non-ILEC,0021513668,300036
"Computers-Typewriters, Inc","Computers-Typewriters, Inc.",Non-ILEC,0024329914,410023
Computol Inc.,Computol Inc.,Non-ILEC,0024540262,320026
"ComRes, Inc.","ComRes, Inc.",Non-ILEC,0024520363,340017
"ComResource, Inc.","ComResource, Inc.",Non-ILEC,0023352552,470134
Comserv Connect Inc,Comserv Connect Inc.,Non-ILEC,0027051168,460528
"Comstar Technologies, LLC","Comstar Technologies, LLC",Non-ILEC,0023133556,330028
"ComTec Cloud Services, LLC","ComTec Cloud Services, LLC",Non-ILEC,0022375406,300032
Comtech Phones Corporation,Comtech Phones Corporation,Non-ILEC,0024871766,480026
"Comtech21, LLC","ComTech21, LLC",Non-ILEC,0005878897,210022
"ComTech-Cloud, LLC","ComTech-Cloud, LLC",Non-ILEC,0022637292,390029
"ComTeck of Indiana, Inc.","Sweetser Rural Telephone Company, Inc.",Non-ILEC,0003781200,131286
"Comtel Managed Solutions, LLC","Comtel Managed Solutions, LLC",Non-ILEC,0021480322,380033
"CONCEPT COMMUNICATIONS, LLC",Concept Communication Corp.,Non-ILEC,0020680948,260010
Concho Valley Electric Coop. Inc.,Concho Valley Electric Coop. Inc.,Non-ILEC,0012361036,470021
Conder Enterprises LLC,Conder Enterprises LLC,Non-ILEC,0028556983,410062
Conduct Connect LLC,Conduct Connect LLC,Non-ILEC,0033557828,480027
CONEXIZ Corporation,Conexiz Corporation,Non-ILEC,0016286791,220017
"Conexon Connect, LLC.","Conexon Connect, LLC",Non-ILEC,0029721511,430114
"Conexus Communications, Inc.",Conexus Communications Inc.,Non-ILEC,0019079334,410184
Conifer Communications,"Conifer Communications, Inc.",Non-ILEC,0018814731,310027
"Connect 2 First Internet, LLC",First Electric Cooperative Corporation,Non-ILEC,0030289649,450169
"Connect Holding, LLC",Connect Holding II LLC,ILEC,0031304405,470022
"Connection Concepts, LLC DBA: Verde Valley Internet",Connection Concepts LLC,Non-ILEC,0027223122,380139
Conquest Wireless LLC,Conquest Wireless LLC,Non-ILEC,0032557027,450168
Consolidated Broadband Systems LLC,Consolidated Broadband Systems LLC,Non-ILEC,0024382780,310028
"Consolidated Communications Holdings, Inc.","Consolidated Communications, Inc.",ILEC,0007494776,130335
"Consolidated Communications Networks, Inc.",Consolidated Telcom,Non-ILEC,0003740396,130337
"Consolidated Communications of Northern New England Company, LLC","Consolidated Communications, Inc.",ILEC,0016022618,130335
"Consolidated Fiber, Inc.","Consolidated Electric Cooperative, Inc.",Non-ILEC,0027761279,380034
"Consolidated Smart Broadband Systems, LLC","Consolidated Smart Broadband Systems, LLC",Non-ILEC,0016083198,370028
Consolidated Telcom,Consolidated Telcom,ILEC,0002476281,130337
Consolidated Telephone Company,Consolidated Telephone Company,ILEC,0003742467,130338
Consolidated Telephone Company,"Consolidated Companies, Inc.",ILEC,0004961231,131211
Constructure Technologies LLC,Constructure Technologies LLC,Non-ILEC,0022560338,290032
"CONTACT NETWORK, LLC",Uniti Group Inc.,Non-ILEC,0006251136,330025
Content+Cloud Corporation,Content+Cloud Corporation,Non-ILEC,0027933050,440081
"Conterra Ultra Broadband, LLC","Conterra Ultra Broadband Holdings, Inc.",Non-ILEC,0009750324,250031
"Continental Divide Electric Cooperative, Inc.","Continental Divide Electric Cooperative, Inc.",Non-ILEC,0026618306,370029
"ContinuousTouch, LLC","ContinuousTouch, LLC",Non-ILEC,0024004996,330016
Contivio.com Corporation,Contivio.com Corporation,Non-ILEC,0030293906,440129
Converged Networks. LLC,"Converged Networks, LLC",Non-ILEC,0018737684,430115
"Convergence Technologies, Inc.","Convergence Technologies, Inc.",Non-ILEC,0020608899,240117
"Convergia, Inc","Convergia, Inc.",Non-ILEC,0020845350,240118
Converging Networks Group,"Converging Networks Group, Inc.",Non-ILEC,0015294127,320027
Conway Corporation,Conway Corporation,Non-ILEC,0001717743,130340
"Cookson Hills Connect, LLC",Cookson Hills Electric Cooperative,Non-ILEC,0030373211,450038
"Coon Valley Co-op Telephone Association, Inc.","Coon Valley Cooperative Telephone Association, Inc.",ILEC,0002593358,130344
Coon Valley Farmers Telephone Company,Coon Valley Farmers Telephone Company,ILEC,0003773629,130345
"Cooperative Connection, LLC",Cullman Electric Cooperative,Non-ILEC,0030900039,440132
Cooperative Telephone Company,Cooperative Telephone Company,ILEC,0002588192,130346
Cooperative Telephone Exchange,Cooperative Telephone Exchange,ILEC,0003741642,130347
"Coosa Valley Technologies, Inc.",Coosa Valley Electric Cooperative,Non-ILEC,0030264402,460021
Copper Mountain Consolidated Metropolitan District,Copper Mountain Consolidated Metropolitan District,Non-ILEC,0001613330,150244
"Copper Valley Telephone Cooperative, Inc.",Copper Valley Telephone Cooperative,ILEC,0001572932,130349
"Copperband Technologies, LLC","Copperband Technologies, LLC",Non-ILEC,0026652776,440130
"CopperNet Systems, Inc","CopperNet Systems, Inc.",Non-ILEC,0018549063,420025
"Corcom Communications, Inc.","Corcom Communications, Inc.",Non-ILEC,0023152051,320029
Cordova Telephone Cooperative Inc,"Cordova Telephone Cooperative, Inc.",ILEC,0001571181,130352
"Cordova Wireless Communications, LLC","Cordova Telephone Cooperative, Inc.",Non-ILEC,0004333589,130352
"CoreDial, LLC",BCM One Holding,Non-ILEC,0015341902,190408
Corn Belt Telephone Company,Corn Belt Telephone Company,ILEC,0002592517,130353
Corridor Wireless LLC,Corridor Wireless LLC,Non-ILEC,0032754012,350030
Cosner-Neipp Corporation,Cosner-Neipp Corporation,Non-ILEC,0021130364,410025
COSOTNET INC,"Costnet, Inc.",Non-ILEC,0026120956,450039
Council Grove Telephone Company,"Tri-County Telephone Association, Inc. (KS)",ILEC,0018587451,410172
"COUNTRY CABLEVISION, LLC",Zito West Holding LLC,Non-ILEC,0005039144,130202
Country Wireless LLC,"Country Wireless, LLC",Non-ILEC,0017904020,320031
Countrymen Communications,Countrymen Communications Inc.,Non-ILEC,0027408657,400012
County of Orangeburg,County of Orangeburg,Non-ILEC,0029774775,430179
"Covoda Communications, Inc.","Covoda Communications, Inc.",Non-ILEC,0022236681,300041
Cowboy Internet Services,Cowboy Internet Services,Non-ILEC,0033450867,470023
"Cox Communications, Inc","Cox Communications, Inc.",Non-ILEC,0001834696,130360
COZAD TELEPHONE COMPANY,Cozad Telephone Company,ILEC,0002387868,130361
"CPT Network Solutions, Inc.","CPT Network Solutions, Inc.",Non-ILEC,0029494465,440131
"CP-TEL Network Services, Inc.","CP-Tel Holdings, Inc.",Non-ILEC,0004341830,130362
"Craig Botetourt Energy and Home Services, LLC",Craig-Botetourt Electric Cooperative,Non-ILEC,0002072916,440025
"Craigville Telephone Company, Inc.","Craigville Telephone Company, Inc.",ILEC,0003730850,130363
"Craion, Inc","Craion, Inc.",Non-ILEC,0032954638,420186
CRAM INDUSTRIES L.L.C.,"CRAM Industries, LLC",Non-ILEC,0026466813,380035
Craw Kan Telephone Cooperative Inc,Craw-Kan Telephone Cooperative Inc.,ILEC,0002334225,130364
"Crazy Communications, LLC","Crazy Communications, LLC",Non-ILEC,0027986405,390031
CRC Communications LLC,"Future Fiber FinCo, LLC",Non-ILEC,0003713906,131378
"Creative Business Solutions, LLC","Creative Business Solutions, LLC",Non-ILEC,0021244603,310032
"Crescomm WIFI, LLC","CresComm WiFi, LLC",Non-ILEC,0021297494,150245
"Crexendo Business Solutions, Inc.","Crexendo, Inc.",Non-ILEC,0019632363,250032
"Cribstone Communications, LLC.","Cribstone Communications, LLC",Non-ILEC,0032011892,460022
"Critical Hub Networks, Inc.","Critical Hub Networks, Inc.",Non-ILEC,0016087298,300042
Critical Links,"Critical Links, LLC",Non-ILEC,0029174810,420027
Crocker Communications,"Crocker Communictions, Inc.",Non-ILEC,0016420713,250033
"Crockett Telephone Co., Inc.",Telephone Electronics Corporation,ILEC,0003723707,131311
CROSS CABLE LLC,"NBVDS Investments, LLC",Non-ILEC,0003723129,130366
"Cross Telephone Company, L.L.C.","NBVDS Investments, LLC",ILEC,0001700616,130366
"CROSS WIRELESS, L.L.C.","NBVDS Investments, LLC",Non-ILEC,0007258973,130366
"Crossroads Broadband, Inc","Crossroads Broadband, Inc.",Non-ILEC,0025489329,350031
Cross-Valliant Cellular Partnership,"NBVDS Investments, LLC",Non-ILEC,0001699693,130366
Crossville Telephone Company,"Crossville Consolidated Communications, Inc.",ILEC,0004319117,130368
Crown Castle Fiber LLC,Crown Castle Inc.,Non-ILEC,0006254403,400092
"Crown Networking Consultants, Inc.","Crown Networking Consultants, Inc.",Non-ILEC,0024834699,470024
"Crown Point Network Technologies, Inc.",Crown Point Telephone Corporation,Non-ILEC,0008206997,130369
Crown Point Telephone Corp,Crown Point Telephone Corporation,ILEC,0003451317,130369
Crowsnest Broadband LLC,Crowsnest Broadband LLC,Non-ILEC,0028543437,410027
Cruzio Media Inc.,Cruzio Internet,Non-ILEC,0018525139,300043
Crystal Broadband Networks,Crystal Broadband Networks,Non-ILEC,0019674191,220078
"CS Technologies, Inc.",LICT Corporation,Non-ILEC,0005099619,160127
CSC Holdings LLC,Altice USA,Non-ILEC,0019027440,130370
CSI of St. Louis Inc,"CSI of St. Louis, Inc.",Non-ILEC,0022456487,430116
"CT Communications Network, Inc.",The Champaign Telephone Company,Non-ILEC,0004980280,131329
CT CUBE INC DBA WEST CENTRAL WIRELESS,"Central Texas Telephone Cooperative, Inc.",Non-ILEC,0003763471,130227
CTC TELECOM INC,"Cambridge Telephone Company, Inc.",Non-ILEC,0005769302,130193
"CTC Telecom, Inc. dba Mosaic Technologies","Chibardun Telephone Cooperative, Inc.",Non-ILEC,0003777919,130244
CTN Group Inc,"CTN Group, Inc.",Non-ILEC,0030730113,450040
"CTS Technology Solutions, Inc.","CTS Technology Solutions, Inc.",Non-ILEC,0022182703,290033
CTS UNITEL,CTS/Unitel Inc.,Non-ILEC,0023661796,340018
Cuba City Telephone Exchange Co,LICT Corporation,ILEC,0004380952,160127
"Cumberland Connect, LLC","Cumberland Connect, LLC",Non-ILEC,0029189131,420028
CUMBERLAND TELEPHONE COMPANY,Cumberland Telephone Company,ILEC,0003722188,130374
"Cumby Telephone Coop., Inc.","Cumby Telephone Cooperative, Inc.",ILEC,0004321733,130375
"Cumulus Communications, Inc.","Cumulus Communications, Inc.",Non-ILEC,0032322943,460529
"Cunningham Communications, Inc.","Cunningham Management, Inc.",Non-ILEC,0004985818,131900
"Cunningham Telephone Co., Inc.","Cunningham Management, Inc.",ILEC,0002332930,131900
"Current Electric, Heating and Air Inc.",Current Inc.,Non-ILEC,0027995869,420029
Current-Concepts Corporation,Current-Concepts Corporation,Non-ILEC,0027190727,480028
"Custer Telephone Cooperative, Inc.",Custer Telephone Cooperative Inc.,ILEC,0001623321,130378
Custom Network Solutions,"Custom Network Solutions, Inc.",Non-ILEC,0003783354,130379
"Custom Tel, LLC","Custom Tel, LLC",Non-ILEC,0016518557,290034
"Cutter Communications, Inc. dba GCEC Telecom",Grayson Collin Electric Cooperative,Non-ILEC,0004359279,130380
"CVEC Fiber, LLC",Canadian Valley Electric Cooperative,Non-ILEC,0029766169,440122
CVIN LLC,CVIN LLC,Non-ILEC,0018779009,350032
Cyber Broadband,Cyber Broadband,Non-ILEC,0020536306,460023
Cyber Mesa Computer Systems Incorporated,"Cyber Mesa Computer Systems, Inc.",Non-ILEC,0009611385,190506
Cyber Solutions INC,"Cyber Solutions, Inc.",Non-ILEC,0026437814,430117
"Cyberdyne Networks, Inc","Cyberdyne Networks, Inc.",Non-ILEC,0017131319,230011
"CyberLynk Network, LLC","CyberLynk Network, LLC",Non-ILEC,0027163161,370030
"CyberNet Communications, Inc.","CyberNet Communications, Inc.",Non-ILEC,0010116861,210024
"Cytracom, LLC",Cytracom Holdings LLC,Non-ILEC,0019933795,250036
"D & P  Cable, Incorporated","D & P Communications, Inc.",Non-ILEC,0003733201,130385
"D and B Broadband, LLC","D and B Broadband, LLC",Non-ILEC,0029916301,430193
"D4US, LLC dba dimension4","D4US, LLC",Non-ILEC,0024375404,350033
Dagobah Systems Inc,"Dagobah Systems, Inc.",Non-ILEC,0031001407,460530
DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,Dakota Central Telecommunications Cooperative,ILEC,0003759917,130387
"Daktel Communications, LLC",Dakota Central Telecommunications Cooperative,Non-ILEC,0007266703,130387
"Dallas County Wireless, Inc.",Minburn Telephone Company,Non-ILEC,0014663652,130845
"Dalton Telephone Company, Inc.","USConnect Holdings, Inc.",ILEC,0003745791,300192
"D'Ambrosio Consulting, L.L.C.","D'Ambrosio Consulting, LLC",Non-ILEC,0029149101,420030
Danville Mutual Telephone Company,Danville Mutual Telephone Company,ILEC,0003745957,130390
Darien Telephone Company Inc,"Darien Telephone Company, Inc.",ILEC,0001856400,130391
"Data @ccess Communication, Inc.","Data @ccess Communication, Inc.",Non-ILEC,0018384016,210025
Data Day Consulting Inc.,"Data Day Consulting, Inc.",Non-ILEC,0030204002,430027
"Data Integrity Services, Inc","Data Integrity Services, Inc.",Non-ILEC,0027443548,420031
DATA REVOLUTION LLC,Data Revolution LLC,Non-ILEC,0026551820,470025
Data Stream Mobile Technology Inc.,"Data Stream Mobile Technologies, Inc.",Non-ILEC,0019394337,400013
"Dato Technology Solutions, LLC","Dato Technology Solutions, LLC",Non-ILEC,0026656892,410029
Davey Holdings LLC,"Davey Holdings, LLC",Non-ILEC,0031443476,400039
Daviess-Martin County Rural Telephone Corporation,Daviess-Martin County Rural Telephone Corporation,ILEC,0004328704,130393
Davis Communications Inc,Davis Communications Inc.,Non-ILEC,0001584267,240031
"Davissa Telephone Systems, Inc.","Davissa Telephone Systems, Inc.",Non-ILEC,0030393599,440026
Day Management Corp dba Day Wireless Systems,Day Management Corporation,Non-ILEC,0001553585,130206
DayStarr LLC dba DayStarr Communications,DayStarr LLC,Non-ILEC,0008616757,240032
"DB Networks, LLC","DB Networks, LLC",Non-ILEC,0024842304,330022
"DC Access, LLC","DC Access, LLC",Non-ILEC,0018540914,150249
"DCM Cable, Inc.","DCM Cable, Inc.",Non-ILEC,0018583559,460531
"DCN, LLC","DCN, LLC",Non-ILEC,0004942678,460024
"DCT Telecom Group, LLC","DCT Telecom Group, Inc.",Non-ILEC,0009625609,170100
"DCWireNet, Inc.","DCWireNet, Inc.",Non-ILEC,0031027246,440188
"DE Fastlink, LLC","DE Fastlink, LLC",Non-ILEC,0030243364,440027
DE KALB TELEPHONE COOPERATIVE INC,"DeKalb Telephone Cooperative, Inc.",ILEC,0005872015,130396
Decatur Telephone Company,Oregon Telephone Corporation,ILEC,0025531930,130986
"Decatur Telephone Company, Inc.","Decatur Holding Company, Inc.",ILEC,0004964227,130395
"Decker Technology Consultants, LLC","Decker Technology Consultants, LLC",Non-ILEC,0027722503,400076
"Declaration Networks Group, Inc","Declaration Networks Group, Inc.",Non-ILEC,0023973480,320112
Deerfield Farmers' Telephone Company,"D & P Communications, Inc.",ILEC,0002771244,130385
Deerfield Valley Communications Union District,Deerfield Valley Communications Union District,Non-ILEC,0029903051,470119
"Delcambre Telephone Company, L.L.C.",Delcambre Telephone Co.,ILEC,0009234436,130398
"Delcom, Inc.","Dell Telephone Cooperative, Inc.",Non-ILEC,0008437964,130400
Delhi Telephone Company,Delhi Telephone Company,ILEC,0004334439,130399
"Dell Telephone Cooperative, Inc.","Dell Telephone Cooperative, Inc.",ILEC,0001664481,130400
Delta Communications,"Cable One, Inc.",Non-ILEC,0007690258,130183
Delta Fiber LLC,Delta Electric Power Association,Non-ILEC,0029666625,430028
Delta High Speed Internet,Delta High Speed Internet,Non-ILEC,0027662048,390033
"Delta Telecom, Inc.","Delta Telecom, Inc.",Non-ILEC,0015307416,190118
DEMOPOLIS CATV CO.,Demopolis CATV Co.,Non-ILEC,0003757556,310033
"Dental Medical Automation, Inc.","Dental Medical Automation, Inc.",Non-ILEC,0030944185,470026
"DentalTek, LLC","DentalTek, LLC",Non-ILEC,0024410615,410030
Desert Telecom Inc.,Desert Telecom Inc.,Non-ILEC,0023676141,400077
"DesertGate Internet, LLC","DesertGate Internet, LLC",Non-ILEC,0025805870,340020
Designs for Learning,Designs For Learning,Non-ILEC,0011971553,450041
DFT Local Service Corporation,Brick Skirt Holdings,Non-ILEC,0003749843,310000
Dialink Corporation,Dialink Corporation,Non-ILEC,0003760097,320033
Dialog Telecommunications Inc.,"Dialog Telecom, LLC",Non-ILEC,0006308548,440203
"DIALOGA GROUP, LLC","Dialoga Group, LLC",Non-ILEC,0024815177,470116
"Dialpad, Inc.","Dialpad, Inc.",Non-ILEC,0022483820,310068
Dickey Rural Telephone Cooperative,Dickey Rural Telephone Cooperative,ILEC,0003741253,130405
"Digi Comm Enterprises, LLC",Digi Comm Enterprises LLC,Non-ILEC,0021520952,260016
"Digital Agent, LLC","Digital Agent, LLC",Non-ILEC,0008257156,130406
"Digital Aurora Radio Technologies, LLC","Digital Aurora Radio Technologies, LLC",Non-ILEC,0016536344,350036
"Digital Communication Systems, LLC",Digital Communication Systems LLC,Non-ILEC,0031697113,480029
"Digital Communications, LLC","Computer Sales & Services, Inc.",Non-ILEC,0032705352,130331
"Digital Connections, Inc.","Digital Connections, Inc.",Non-ILEC,0005848759,290037
Digital Future LLC,Digital Future LLC,Non-ILEC,0030637284,470123
Digital Network Access Communications Inc.,Digital Network Access Communications Inc.,Non-ILEC,0013501689,460025
"Digital Solutions, Inc.","Digital Solutions, Inc.",Non-ILEC,0025626797,420033
Digital Technology Solutions INC,Digital Technology Solutions Inc.,Non-ILEC,0027765866,420167
"Digital West Networks, Inc.","Radiate Holdings, LP",Non-ILEC,0024746711,130079
DigitalC,DigitalC,Non-ILEC,0028709962,410031
"DigitalPath, Inc.","DigitalPath, Inc.",Non-ILEC,0009558909,190123
"Digivoice, LLC","Digivoice, LLC",Non-ILEC,0029746781,420034
Diller Telephone Co,DTC Holding Company,ILEC,0002393379,150250
Dillon Beach Internet Service,Dillon Beach Internet Service LLC,Non-ILEC,0025890021,340093
"Dillon Systems, Inc.","Dillon Systems, Inc.",Non-ILEC,0025416744,410137
Diode Cable Company,DTC Holding Company,Non-ILEC,0004940664,150250
"Direct Communications Cedar Valley, LLC",Direct Management Company,ILEC,0011862927,440186
"Direct Communications Rockland, Inc.",Direct Management Company,ILEC,0004321790,440186
Direct I.T. Inc.,Direct I.T. Inc.,Non-ILEC,0032245730,460534
"DirecTech Connect, Inc.","DirecTech Connect, Inc.",Non-ILEC,0030957120,460535
DISH Wireless L.L.C.,Dish Network Corporation,Non-ILEC,0027852722,460677
dishNET Wireline L.L.C.,"dishNET Holding, LLC",Non-ILEC,0010436087,460678
"Distributed Computing, Inc. dba Ten4pbx.com","Distributed Computing, Inc.",Non-ILEC,0024224941,340022
Diverse Communications Inc.,"Woodhull Communications, Inc.",Non-ILEC,0003773025,131505
"Diverse Supply, Inc.","Diverse Supply, Inc.",Non-ILEC,0031391501,460537
Diverse Telecom LLC,"Diverse Telecom, LLC",Non-ILEC,0033598574,480030
Dixon Acquisition LLC,LICT Corporation,ILEC,0025493925,160127
"DMCI Broadband, LLC","DMCI Broadband, LLC",Non-ILEC,0018069666,290039
"DMEA Utilities Services, LLC",Delta Montrose Electric Association,Non-ILEC,0025803800,370032
"DMR COMMUNICATIONS, INC.",DMR Communications,Non-ILEC,0009807272,190125
DM-Tech Internet,Fluid-Blu Technologies,Non-ILEC,0013569280,290123
DMwireless Inc.,DM Wireless LLC,Non-ILEC,0024730574,390155
"Dobson Technologies, Transport and Telecom Solutions","Dobson Technologies, Inc.",Non-ILEC,0009118415,130425
DOBSON TELEPHONE CO INC,"Dobson Technologies, Inc.",ILEC,0007759517,130425
"DOCOMO PACIFIC, INC.","NTT DoCoMo, Inc.",Non-ILEC,0004242723,130999
Door County Broadband LLC,Door County Broadband LLC,Non-ILEC,0023360498,300047
"Double Dog Communications, Inc","Double Dog Communications, Inc.",Non-ILEC,0014426316,410138
"Douglas Services Inc, dba Douglas Fast Net",Douglas Electric Cooperative Inc.,Non-ILEC,0001566306,190126
Dove Communications Inc,Dove Communications Inc.,Non-ILEC,0029771011,430119
"DoveTel Communications, LLC dba SyncGlobal Telecom","DoveTel Communications, LLC",Non-ILEC,0013490644,150254
DowdSystems Administration LLC dba NextBell,DowdSystems Administration LLC,Non-ILEC,0029121837,420035
"Doylestown Communications, Inc. d/b/a Doylestown Cable TV",Doylestown Telephone Company,Non-ILEC,0007452204,130416
"Doylestown Communications, Inc. d/b/a Heritage Telephone Company d/b/a Ohio.net Internet Providers",Doylestown Telephone Company,Non-ILEC,0011928140,130416
Doylestown Telephone Company,Doylestown Telephone Company,ILEC,0004329223,130416
"DPAccess, LLC","DPAccess, LLC",Non-ILEC,0026405530,360024
DQE Communications LLC,"Duquesne Light Holdings, Inc.",Non-ILEC,0024368151,300044
Dry Creek Internet and Communications LLC,Dry Creek Internet and Communications LLC,Non-ILEC,0025056649,350037
DS1 Communications Inc.,"DS1 Communications, Inc.",Non-ILEC,0027146117,400078
"DSI Management Holdings, LLC","DSI Management Holdings, LLC",Non-ILEC,0030042766,420036
"DSLbyAir, LLC","DSLbyAir, LLC",Non-ILEC,0018544403,310035
DSTECH Inc.,DS Tech Inc.,Non-ILEC,0018228429,350038
"DTC Cable, Inc.",Delhi Telephone Company,Non-ILEC,0005015607,130399
DTS Technology Group,DTS Technology Group,Non-ILEC,0030114268,440028
"Dualnet, Inc.",Dualnet Inc.,Non-ILEC,0030927032,430226
"Dubois Telephone Exchange, Inc.","Range Telephone Cooperative, Inc.",ILEC,0001629781,131090
Ducor Telephone Company,"Varcomm Holdings, Inc.",ILEC,0001546746,131416
Duke Broadband Inc.,Duke Broadband Inc.,Non-ILEC,0030216774,440133
Dumont Telephone Company,Dumont Telephone Company,ILEC,0002595452,130419
"DUNBARTON TELEPHONE COMPANY, INC.","Dunbarton Telephone Company, Inc.",ILEC,0004384111,130420
Dunkerton Telephone Cooperative,Dunkerton Telephone Cooperative,ILEC,0003749215,130421
Dunkirk and Fredonia Telephone Company,Brick Skirt Holdings,ILEC,0003414224,310000
"Dunnell Telephone Company, Inc.","KCL Enterprises, Inc.",ILEC,0004323556,130956
"Duo County Telephone Cooperative, Inc.",Duo County Telephone Cooperative Inc.,ILEC,0004261061,130423
DVS Technologies LLC,"DVS Technologies, LLC",Non-ILEC,0022904338,320035
