"frn","provider_id","brand_name","cnt_locations","cnt_locations_services","has_copperwire","has_coaxial_cable","has_fiber","has_wireless","has_satel","array_agg"
"0002776599","130607 ","Jamadots Internet","15363","18029",True,False,True,False,False,"{MI}"
"0002776771","130077 ","AT&T Inc","2276468","2516407",True,False,True,True,False,"{MI,MS}"
"0002801256","131123 ","OREGON_IDAHO UTILITIES","142","142",False,False,True,False,False,"{ID,OR}"
"0002801256","131123 ","OREGON-IDAHO UTILITIES","1397","1409",True,False,True,False,False,"{ID,NV,OR}"
"0002816411","131180 ","Moultrie Independent Telephone Company","556","556",False,False,True,False,False,"{IL}"
"0002817500","130799 ","McDonough Telephone Cooperative Inc","5781","5781",False,False,True,False,False,"{IL}"
"0002817823","130444 ","EGYPTIAN TELEPHONE COOPERATIVE ASSOCIATION","3980","3980",True,False,True,False,False,"{IL}"
"0002818177","130819 ","Mid Century Telephone Cooperative, Inc.","6749","7329",True,False,True,False,False,"{IL}"
"0002821221","350088 ","Pwr-Net","1442","1442",False,False,False,True,False,"{IL}"
"0002860468","300074 ","Jo-Carroll Energy, Inc. (NFP)","25470","32044",False,False,True,True,False,"{IA,IL,WI}"
"0002860856","130077 ","AT&T Inc","2416219","2604957",True,False,True,True,False,"{IL,MS}"
"0002871754","270023 ","RichmondPower&Light","1915","3812",False,False,True,True,False,"{IN}"
"0002884963","130569 ","Miles Communications LLC","13556","18492",True,True,True,False,False,"{IN}"
"0002898724","131225 ","Southeastern Indiana Rural Telephone Cooperative","6202","6202",False,False,True,False,False,"{IN}"
"0002898856","131078 ","Pulaski White Rural Telephone Cooperative Inc","7917","11122",True,False,True,False,False,"{IN}"
"0002899060","130586 ","NineStar Connect","10902","10902",False,False,True,False,False,"{IN}"
"0002901791","131286 ","Sweetser Rural Telephone Company, Inc.","1733","2350",True,False,True,False,False,"{IN}"
"0002901817","131285 ","FiberHawk","12811","13210",True,True,True,True,False,"{IN}"
"0002901833","130569 ","Sunman Telecommunications LLC","4974","9431",True,False,True,False,False,"{IN}"
"0002901957","450151 ","Southeastern Indiana REMC","21808","21808",False,False,True,False,False,"{IN}"
"0002902955","130905 ","New Paris Telephone Company, Inc.","24439","26250",True,False,True,False,False,"{IN}"
"0002902955","130905 ","Quality Cablevision","7309","7309",False,True,False,False,False,"{IN}"
"0002903045","130853 ","Monon Telephone Company","4277","4295",False,False,True,True,False,"{IN}"
"0002903839","460050 ","LaGrange County REMC Broadband","3392","3392",False,False,True,False,False,"{IN}"
"0002904654","130077 ","AT&T Inc","1178180","1331535",True,False,True,True,False,"{IN,MS}"
"0002922201","131342 ","Ottoville Mutual Telephone Company","1811","1811",False,False,True,False,False,"{OH}"
"0002924751","150266 ","TSC","7472","8368",True,False,True,False,False,"{OH}"
"0002924777","131290 ","Sycamore Telephone Co","3000","3001",True,False,True,False,False,"{OH}"
"0002926582","131329 ","The Champaign Telephone Company","9874","9874",True,False,True,False,False,"{OH}"
"0002930980","130116 ","W A T C H TV","1176906","1427905",False,False,True,True,False,"{IL,IN,KY,OH,TN}"
"0002946986","130077 ","AT&T Inc","1884758","2136555",True,False,True,True,False,"{OH}"
"0003007481","130619 ","Horizon","36923","40298",True,False,True,False,False,"{OH}"
"0003020146","130316 ","Mobilcomm  Inc dba Heavenwire.net","388","389",False,False,False,True,False,"{IN,KY,OH}"
"0003188133","440152 ","Mobilcom","702","1404",False,False,False,True,False,"{PA}"
"0003189172","3189172","Blue Fiber","46","46",False,False,True,False,False,"{PA}"
"0003193000","131362 ","Pymatuning Independent Telephone Company","2193","2222",True,False,True,False,False,"{OH,PA}"
"0003194776","130609 ","Hickory Telephone Company","1445","1445",False,False,True,False,False,"{PA}"
"0003219227","131026 ","Blue Ridge Cable Technologies","243091","243091",False,True,True,False,False,"{PA}"
"0003222213","131026 ","Palmerton Telephone Company","5543","5543",True,False,False,False,False,"{PA}"
"0003269883","200048 ","Wire Tele-View Corporation","2844","2844",False,True,True,False,False,"{PA}"
"0003271798","131425 ","Verizon","207647","311326",True,False,True,False,False,"{DE}"
"0003271871","131413 ","Windstream D&E, Inc.","40646","62625",True,False,True,False,False,"{PA}"
"0003273505","131425 ","Verizon","2892164","2995628",True,False,True,False,False,"{PA,TX}"
"0003316692","131425 ","Verizon","2058395","2210332",True,False,True,False,False,"{NJ}"
"0003412871","131378 ","Trumansburg Telephone Co","6549","6549",True,False,True,False,False,"{NY}"
"0003414224","310000 ","DFT Communication","4909","4911",True,False,True,False,False,"{NY}"
"0003433323","130780 ","Margaretville Telephone Co.","1765","1765",False,False,True,False,False,"{NY}"
"0003435633","131339 ","Newport Telephone Co - NTCNet","3771","3772",True,False,True,False,False,"{NY}"
"0003436367","131337 ","Hancock Telephone Co","1602","1602",False,False,True,False,False,"{NY,PA}"
"0003436367","131337 ","The Hancock Telephone Co","282","282",True,False,False,False,False,"{NY,PA}"
"0003469442","131425 ","Verizon","2932202","3320675",True,False,True,False,False,"{CT,NY}"
"0003474327","130183 ","Cable America","34104","34104",False,True,False,False,False,"{MO}"
"0003474327","130183 ","Cable America Wireless","5610","5610",False,False,False,True,False,"{MO}"
"0003474327","130183 ","Fidelity","155698","156791",False,True,True,False,False,"{AR,LA,MO,OK,TX}"
"0003474327","130183 ","Hargray Communications","129753","145879",False,True,True,False,False,"{AL,GA,SC}"
"0003474327","130183 ","Sparklight","1883671","1883671",False,True,True,False,False,"{AL,AR,AZ,IA,ID,IL,IN,KS,LA,MN,MO,MS,ND,NE,NM,OK,OR,SD,TN,TX,WA}"
"0003474327","130183 ","ValueNet","9265","9265",False,False,True,False,False,"{KS}"
"0003475282","130804 ","Mediacom_Arizona_LLC","65869","65869",False,True,False,False,False,"{AZ}"
"0003475654","130804 ","Mediacom_California_LLC","78023","78023",False,True,False,False,False,"{CA}"
"0003571619","130804 ","Mediacom Bolt","13466","13466",False,False,False,True,False,"{IL}"
"0003571619","130804 ","Mediacom_Illinois_LLC","384702","384836",False,True,True,False,False,"{IA,IL,WI}"
"0003571635","130804 ","Mediacom-Bolt","9659","9659",False,False,False,True,False,"{IA}"
"0003571635","130804 ","Mediacom_Iowa_LLC","801123","801123",False,True,False,False,False,"{IA,MN}"
"0003571650","130804 ","Mediacom_Wisconsin_LLC","26184","26184",False,True,False,False,False,"{WI}"
"0003571676","130804 ","Mediacom -Bolt","2452","2452",False,False,False,True,False,"{MN}"
"0003571676","130804 ","Mediacom - Bolt","3335","3335",False,False,False,True,False,"{MN}"
"0003571676","130804 ","Mediacom-Bolt","18447","18447",False,False,False,True,False,"{MN}"
"0003571676","130804 ","Mediacom_Minnesota_LLC","224296","224299",False,True,True,False,False,"{MN,SD}"
"0003571692","130804 ","Mediacom_Indiana_LLC","125774","125774",False,True,False,False,False,"{IL,IN,MI,OH}"
"0003572633","130804 ","Mediacom_Delaware_LLC","71155","71953",False,True,True,False,False,"{DE,MD}"
"0003628971","131425 ","Verizon","1790586","1920961",True,False,True,False,False,"{CT,MA,NH,RI}"
"0003645843","460632 ","VTel Wireless, Inc.","273606","273606",False,False,False,True,False,"{NH,NY,VT}"
"0003666435","430060 ","Conexon Connect LLC","4760","4760",False,False,True,False,False,"{NH}"
"0003666708","131517 ","GRANITE STATE TELEPHONE","6395","7394",True,False,True,False,False,"{NH}"
"0003666708","131517 ","GRANITE STATE TELEPNONE","4054","4054",False,False,True,False,False,"{NH}"
"0003707767","130887 ","Hamilton Telephone Company","5506","5507",True,False,True,False,False,"{NE}"
"0003707775","130242 ","TruVista Communications – ILEC","11942","11942",True,False,True,False,False,"{SC}"
"0003708013","130887 ","Hamilton Long Distance Fiber - Business only","35","35",False,False,True,False,False,"{NE}"
"0003708013","130887 ","Hamilton Long Distance Fiber - Bus & Res","1623","1623",False,False,True,False,False,"{NE}"
"0003708013","130887 ","HLD Polk","1","1",False,False,True,False,False,"{NE}"
"0003708104","130734 ","Lennon Telephone Company","7148","7424",True,True,True,False,False,"{MI}"
"0003708120","130921 ","NITCO","12793","12872",True,False,True,False,False,"{IN}"
"0003708203","131074 ","Home Telephone","1342","1349",True,False,True,False,False,"{IL}"
"0003708237","131074 ","Home Telenetworks","110","110",False,False,True,False,False,"{IL}"
"0003708575","131413 ","Windstream Montezuma, Inc.","2280","4323",True,True,False,True,False,"{IA}"
"0003709458","131152 ","Salina Spavinaw Telephone","8979","8979",True,False,True,False,False,"{OK}"
"0003709888","130673 ","James Valley Cooperative Telephone Company","5815","12905",True,False,True,True,False,"{ND,SD}"
"0003710100","130545 ","Glenwood Telephone Company","1267","1449",True,False,True,False,False,"{GA}"
"0003710597","390138 ","Gridley Telephone Co.","1138","1138",True,False,True,False,False,"{IL}"
"0003713906","131378 ","CRC Communications LLC","51284","51389",True,False,True,True,False,"{MA,ME}"
"0003713963","130877 ","Heartland Telecommunications Company of Iowa","8100","15817",True,False,True,False,False,"{IA,MN,SD}"
"0003714805","130032 ","ATC Communications","6459","7038",True,False,True,True,False,"{ID,UT}"
"0003715877","130603 ","Mainstay Communications","983","983",False,False,True,False,False,"{NE}"
"0003715885","131023 ","PAC Fiber","2029","2029",False,False,True,False,False,"{GA}"
"0003715885","131023 ","Pembroke Telephone Company, Inc.","4957","4957",False,False,True,False,False,"{GA}"
"0003715968","240063 ","Murray Electric System","6213","6227",False,True,True,False,False,"{KY}"
"0003716164","131476 ","Wes-Tex Telecommunications, Ltd.","14645","16938",False,False,True,True,False,"{TX}"
"0003716255","130206 ","Cascade Utilities, I","9153","13066",True,False,True,False,False,"{OR}"
"0003716263","130206 ","Trans-Cascades Telep","179","179",True,False,True,False,False,"{OR}"
"0003717709","131125 ","Comporium Midlands","21641","21641",True,False,True,False,False,"{SC}"
"0003717725","131125 ","Comporium Midlands CLEC","9636","9636",True,True,True,False,False,"{SC}"
"0003717949","131261 ","Stelle Telephone Company","52","52",False,False,False,True,False,"{IL}"
"0003718426","131486 ","RIVERSTREET NETWORKS","14240","14240",True,False,True,False,False,"{NC}"
"0003719929","131186 ","Sierra Telephone Company, Inc.","15269","15269",True,False,True,False,False,"{CA}"
"0003720968","130535 ","Geneseo Telephone Company","6785","13267",True,False,True,True,False,"{IL}"
"0003720984","130192 ","Cambridge Telephone Company","1629","3830",True,False,True,True,False,"{IL}"
"0003720992","130192 ","Cambridge Telcom Services, Inc.","4296","4297",True,False,True,False,False,"{IL}"
"0003721008","130604 ","Henry County Telephone Company","1666","3175",True,False,True,True,False,"{IL}"
"0003721495","130802 ","McNabb Telephone Company","474","474",True,False,True,False,False,"{IL}"
"0003722113","130488 ","FARMERS TELEPHONE COMPANY","591","591",False,False,True,False,False,"{IA}"
"0003722121","160127 ","Central Scott Telephone Company, Inc.","5041","5648",True,True,True,True,False,"{IA}"
"0003722188","130374 ","Cumberland Telephone Company","1037","1037",False,False,True,False,False,"{IA}"
"0003722410","130953 ","Northwest Communications, Inc.","45836","73013",True,False,True,True,False,"{IA}"
"0003722444","130565 ","Wilson Telephone Co Inc","2881","2881",False,False,True,False,False,"{KS}"
"0003722485","131114 ","Independent Networks","1277","1572",True,False,True,False,False,"{IA,MN}"
"0003722758","131321 ","Terril Telephone Cooperative","477","477",False,False,True,False,False,"{IA}"
"0003722790","130484 ","OmniTel-Farmers Mutual","2603","2603",False,False,True,False,False,"{IA}"
"0003722824","130484 ","OmniTel-Farmers Tel","2068","2068",False,False,True,False,False,"{IA}"
"0003722840","130845 ","Minburn Communications","976","976",False,False,True,False,False,"{IA}"
"0003722865","130484 ","OmniTel Communications","3423","3423",False,False,True,False,False,"{IA}"
"0003722907","140106 ","WTC Communications","1737","3030",True,False,True,False,False,"{IA}"
"0003722949","130953 ","Ayrshire Farmers Mutual Telephone Company","459","459",False,False,True,False,False,"{IA}"
"0003722998","130953 ","Northwest Communications Cooperative Association","1437","1437",False,False,True,False,False,"{IA}"
"0003723053","130794 ","Cim Tel Cable, LLC","2905","2905",False,False,True,False,False,"{OK}"
"0003723129","130366 ","Cross Cable","6356","6356",False,False,False,True,False,"{OK}"
"0003723129","130366 ","Cross Cable Television, LLC","3350","3350",False,False,True,False,False,"{OK}"
"0003723640","131311 ","TEC, Bay Springs Division","19231","26672",True,False,True,False,False,"{MS}"
"0003723665","131311 ","TEC, Cherokee Division","2964","4020",True,False,True,False,False,"{AL}"
"0003723681","131311 ","TEC, Roanoke Division","5835","7993",True,False,True,False,False,"{AL,GA}"
"0003723699","280069 ","Leaf_River_Telephone_Company","716","716",True,False,True,False,False,"{IL}"
"0003723707","131311 ","TEC, Friendship Division","4591","6614",True,False,True,False,False,"{TN}"
"0003723715","131311 ","TEC, Erin Division","7990","9570",True,False,True,False,False,"{TN}"
"0003723723","131311 ","TEC, Bradford Division","5684","6424",True,False,True,False,False,"{TN}"
"0003723731","280069 ","LR_Communications","1536","1536",False,False,False,True,False,"{IL}"
"0003723756","131008 ","Panora Communications Cooperative","2154","2154",False,False,True,False,False,"{IA}"
"0003723780","131311 ","TEC of Jackson, Inc.","4773","4777",True,False,True,False,False,"{LA,MS}"
"0003724655","131510 ","Wyoming Mutual Telephone Company","961","961",False,False,True,False,False,"{IA}"
"0003724705","131315 ","Templeton Telephone Company","435","435",False,False,True,False,False,"{IA}"
"0003726288","130482 ","FMTC of Stanton Iowa","5207","5207",False,False,True,False,False,"{IA}"
"0003726759","130473 ","F&B Communications, Inc.","2859","2859",False,False,True,False,False,"{IA}"
"0003727146","131114 ","Ringsted Telephone Company","498","498",False,False,True,False,False,"{IA}"
"0003728284","130674 ","Pine Drive Telephone Co","1185","1279",True,False,True,False,False,"{CO}"
"0003728615","131045 ","Pioneer Long Distance, Inc.","1825","1825",False,False,True,True,False,"{OK}"
"0003728680","131122 ","RCTech","3855","3855",True,False,True,False,False,"{ND,SD}"
"0003729142","130112 ","Ben Lomand Communications, LLC","19312","19312",True,False,True,False,False,"{TN}"
"0003729316","131367 ","Triangle Communications","13511","19448",True,False,True,True,False,"{MT}"
"0003729324","131367 ","Triangle Communications","9339","13919",True,False,True,True,False,"{MT}"
"0003730702","130930 ","North English Cooperative Telephone Company","890","1436",True,False,True,False,False,"{IA}"
"0003730728","130819 ","Mid Century Telephone Cooperative, Inc.","15205","15205",False,False,True,False,False,"{IL}"
"0003730835","130492 ","BPS Telephone Company","2553","2553",False,False,True,False,False,"{MO}"
"0003730850","130363 ","Craigville Telephone Company, Inc.","5388","6170",True,False,True,False,False,"{IN}"
"0003730900","131116 ","Starnet","7511","7511",False,False,False,True,False,"{IA,MN}"
"0003730959","131116 ","River Valley Telecommunications Coop","2004","2004",False,False,True,False,False,"{IA}"
"0003731114","131226 ","Fastwyre Broadband","4170","4170",True,False,True,False,False,"{LA}"
"0003731759","130310 ","Colo Telephone Company","1382","1382",False,False,True,False,False,"{IA}"
"0003731791","131378 ","Granby Telephone LLC","2378","2378",True,False,True,False,False,"{MA}"
"0003731882","131125 ","Comporium Springboard","117","117",True,False,True,False,False,"{NC}"
"0003731940","190380 ","Union Springs Telephone Co.,Inc.","4731","4868",True,False,True,False,False,"{AL}"
"0003732302","130069 ","ARTELCO","9280","9281",True,False,True,False,False,"{AR}"
"0003732484","130784 ","PEND OREILLE TELEPHONE","2540","2540",True,False,True,False,False,"{WA}"
"0003732609","130245 ","Chickasaw Telephone Company","10012","13173",True,False,True,False,False,"{OK}"
"0003732633","130045 ","Alpine Communications LC","463","463",False,False,False,True,False,"{IA}"
"0003732633","130045 ","Alpine Communications, LLC","7169","7170",True,False,True,False,False,"{IA}"
"0003732773","130132 ","Blackfoot Communications, Inc.","8185","9146",True,False,True,True,False,"{ID,MT}"
"0003733029","130259 ","CITIZENS MUTUAL TELEPHONE","6181","6181",False,False,True,False,False,"{IA,MO}"
"0003733086","131008 ","Panora Cooperative Cablevision Association, Inc","116","116",False,True,False,False,False,"{IA}"
"0003733201","130385 ","D & P Communications","830","831",False,True,True,True,False,"{MI,OH}"
"0003733201","130385 ","D & P Communictions","18417","19879",False,True,True,False,False,"{MI}"
"0003733284","130699 ","Kinsman Mutual Telephone Co.","70","70",True,False,False,False,False,"{IL}"
"0003733367","430041 ","Hancock Telephone Co","432","432",False,False,True,False,False,"{PA}"
"0003733813","131386 ","TPx Communications","10709","10709",True,False,False,False,False,"{AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY}"
"0003733847","131362 ","Oregon Farmers Mutual Telephone Company","460","460",False,False,True,False,False,"{MO}"
"0003734167","130314 ","COLUMBUS TELEPHONE CO","1603","1603",False,False,True,False,False,"{KS}"
"0003734183","300097 ","Xtel Communications","154","170",True,True,True,False,False,"{DE,NJ,NY,PA}"
"0003734803","130624 ","Harrisonville Telephone Company","20633","23712",True,False,True,False,False,"{IL}"
"0003734951","130837 ","Miles Cooperative Telephone Association","883","883",False,False,True,False,False,"{IA}"
"0003735016","130079 ","Astound_Broadband","224598","227324",False,True,True,False,False,"{DC,MD,VA}"
"0003735784","130079 ","Astound_Broadband","629626","674544",False,True,True,False,False,"{IL,IN}"
"0003735867","130264 ","Citizens Telephone Company of Kecksburg","5120","5120",False,False,True,False,False,"{PA}"
"0003736246","130263 ","Green Hills Technologies","5013","5029",False,False,True,True,False,"{MO}"
"0003737194","131340 ","NCTC","10235","10235",True,False,True,False,False,"{NE}"
"0003737673","330002 ","Service_Electric_Cablevision_Inc","157796","157901",False,True,True,False,False,"{PA}"
"0003738416","131413 ","Windstream Lakedale, Inc.","29891","29906",True,False,True,False,False,"{MN}"
"0003738465","131413 ","Windstream EN-TEL, LLC","5914","5914",True,False,False,False,False,"{MN}"
"0003738655","130432 ","""EATEL Corp.""","83537","86548",True,True,True,False,False,"{LA}"
"0003738739","300192 ","Livingston Telephone","8104","8104",True,True,True,False,False,"{TX}"
"0003738986","130986 ","OREGON TELEPHONE CORPORATION","207","207",False,False,False,True,False,"{OR}"
"0003738986","130986 ","Rally Networks","3674","3674",True,False,True,False,False,"{OR}"
"0003738994","130986 ","OREGON TELEPHONE CORPORATION","1","1",False,False,False,True,False,"{OR}"
"0003738994","130986 ","Rally Networks","621","621",True,False,True,False,False,"{OR}"
"0003739075","130481 ","Farmers Mutual Telephone","543","543",False,False,True,False,False,"{OH}"
"0003739208","131032 ","Perry-Spencer Rural Telephone Cooperative, Inc.","7192","7200",True,False,True,False,False,"{IN}"
"0003739216","131032 ","Perry-Spencer Rural Telephone Cooperative, Inc.","17897","17897",False,False,True,False,False,"{IN}"
"0003739380","130507 ","Cellular Services LLC","5275","5275",False,False,True,False,False,"{KY}"
"0003739380","130507 ","Foothills Rural Telephone Coop. Corp., Inc.","18967","18967",False,False,True,False,False,"{KY}"
"0003739380","130507 ","LYCOM COMMUNICATIONS INC.","853","1706",False,True,True,False,False,"{WV}"
"0003739430","130906 ","Nuvera Communications, Inc.","8207","13287",True,False,True,True,False,"{MN}"
"0003739513","131226 ","Fastwyre Broadband","579","579",False,True,False,False,False,"{AK}"
"0003739521","131226 ","Fastwyre Broadband","4796","5319",True,False,True,False,False,"{AK}"
"0003739554","131226 ","Fastwyre Broadband","2798","2798",True,False,False,False,False,"{AK}"
"0003739976","130691 ","Kennebec Telephone Company, Inc.","1027","1027",False,False,True,False,False,"{SD}"
"0003740008","130906 ","Western Tel. Co.","2124","2124",True,False,True,False,False,"{MN}"
"0003740040","131056 ","Polar Telecommunications Inc","12361","12361",False,False,True,False,False,"{MN,ND}"
"0003740396","130337 ","Consolidated Communications Networks, Inc.","11671","12297",False,True,True,False,False,"{ND}"
"0003740412","131358 ","Toncom, Inc.","393","393",False,False,True,False,False,"{IL}"
"0003740446","131358 ","Tonica Telephone Company","654","666",True,False,True,False,False,"{IL}"
"0003740610","130108 ","Inter-Community Telephone","3783","3783",True,False,True,False,False,"{ND}"
"0003740628","131407 ","United Communications","8286","8286",False,False,True,False,False,"{ND}"
"0003740701","130733 ","Lynxx Networks","3550","3550",False,False,True,False,False,"{WI}"
"0003741253","130405 ","Dickey Rural Telephone Coop","13622","13622",False,False,True,False,False,"{ND,SD}"
"0003741386","131005 ","Palmetto Telephone Communications, LLC","20006","20006",False,False,True,False,False,"{SC}"
"0003741436","130748 ","Lismore Cooperative Telephone Company","4902","4902",False,False,True,True,False,"{IA,MN}"
"0003741493","130074 ","MELROSE TELEPHONE","10026","15900",True,False,True,False,False,"{MN}"
"0003741535","130686 ","KMTelecom","6250","6256",True,False,True,False,False,"{MN}"
"0003741550","130662 ","ITC","27618","27618",False,False,True,False,False,"{MN,SD}"
"0003741576","450001 ","FederatedTelephoneCooperative","9098","9098",False,False,True,False,False,"{MN}"
"0003741642","130347 ","Cooperative Telephone Exchange","781","781",False,False,True,False,False,"{IA}"
"0003741857","130769 ","Madison Communications","13940","14087",True,True,True,False,False,"{IL}"
"0003741956","130449 ","McCormack Networks","1241","1241",False,False,True,False,False,"{MO}"
"0003741964","131127 ","Rockwell Cooperative Telephone","2044","2044",False,False,True,False,False,"{IA}"
"0003742038","130450 ","Ellsworth Cooperative Telephone Association","801","801",False,False,True,False,False,"{IA}"
"0003742046","130142 ","Bevcomm","2810","2810",False,False,True,False,False,"{MN}"
"0003742103","130502 ","FIVEAREA Copper","900","900",True,False,False,False,False,"{NM,TX}"
"0003742103","130502 ","FIVEAREA Fiber","1758","1758",False,False,True,False,False,"{NM,TX}"
"0003742343","130502 ","WESTPLAINS fiber","5319","5319",False,False,True,False,False,"{TX}"
"0003742384","131097 ","Red River Communications","11848","21217",True,False,True,True,False,"{MN,ND,SD}"
"0003742467","130338 ","CTC","31262","31262",True,False,True,False,False,"{MN}"
"0003742475","130590 ","Harmony Telephone Company","1221","1221",False,False,True,False,False,"{IA,MN}"
"0003742806","130142 ","Bevcomm","2128","2128",True,False,True,False,False,"{WI}"
"0003742954","131180 ","Shawnee Telephone Company","3707","3707",False,False,True,False,False,"{IL}"
"0003743358","130605 ","Hershey Cooperative Telephone Company","3578","3588",True,False,True,True,False,"{NE}"
"0003744125","130239 ","Norvado","4994","6110",True,False,True,False,False,"{WI}"
"0003744133","130239 ","Norvado","1160","1160",True,False,True,False,False,"{WI}"
"0003744141","150317 ","Solarus","26637","28063",True,False,True,False,False,"{WI}"
"0003744224","130583 ","Halstad Telephone","4423","4423",False,False,True,False,False,"{MN,ND}"
"0003744273","130074 ","OSAKIS","2197","3357",True,False,True,False,False,"{MN}"
"0003744398","130714 ","Lakeland Communications Group, LLC dba Lakeland Communications","10156","11102",False,True,True,False,False,"{WI}"
"0003744463","131366 ","TCT Cable Internet (Hardin)","1362","1362",False,True,False,False,False,"{MT}"
"0003744463","131366 ","TCT Fiber","10156","10156",False,False,True,False,False,"{MT,WY}"
"0003744463","131366 ","TCT Fiber- Basin","7","7",False,False,True,False,False,"{WY}"
"0003744463","131366 ","TCT Fiber- Billings","1","1",False,False,True,False,False,"{MT}"
"0003744463","131366 ","TCT Fiber- Burlington","60","60",False,False,True,False,False,"{WY}"
"0003744463","131366 ","TCT Fiber- Cody","43","43",False,False,True,False,False,"{WY}"
"0003744463","131366 ","TCT Fiber- Deaver","10","10",False,False,True,False,False,"{WY}"
"0003744463","131366 ","TCT Fiber- Greybull","62","62",False,False,True,False,False,"{WY}"
"0003744463","131366 ","TCT Fiber- Hamilton Dome","35","35",False,False,True,False,False,"{WY}"
"0003744463","131366 ","TCT Fiber- Hyattville","4","4",False,False,True,False,False,"{WY}"
"0003744463","131366 ","TCT Fiber- Lovell","22","22",False,False,True,False,False,"{WY}"
"0003744463","131366 ","TCT Fiber- Powellink","17","17",False,False,True,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Forsyth)","972","972",False,True,False,False,False,"{MT}"
"0003744463","131366 ","TCT Internet (Frannie-Warren)","1","1",True,False,False,False,False,"{MT}"
"0003744463","131366 ","TCT Internet (up to 10/1)","219","219",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 10/1)","298","298",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 10/1) Frannie/Deaver","72","72",True,False,False,False,False,"{MT,WY}"
"0003744463","131366 ","TCT Internet (Up to 10/1) Greybull Shell","265","265",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 10/1) Hamilton Dome","59","59",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 10/1) Hyattville","55","55",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 10/1) Lovell","385","385",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 10/1) Ten Sleep","150","150",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 30/10)","97","97",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 30/10 Frannie-Deaver)","4","4",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 30/10) Greybull Shell","29","29",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 30/10) Hamilton Dome","3","3",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 30/10) Hyattville","6","6",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 30/10) Lovell","92","92",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 30/10) Ten Sleep","28","28",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (up to 50/20)","76","76",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 50/20)","142","142",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet Up to 50/20","336","336",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 50/20) Frannie Deaver","76","76",True,False,False,False,False,"{MT,WY}"
"0003744463","131366 ","TCT Internet (Up to 50/20) Greybull/Shell","541","541",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 50/20) Hamilton Dome","7","7",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 50/20) Hyattville","37","37",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 50/20) Lovell","766","766",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 50/20) Ten Sleep","110","110",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (up to 5/1)","34","34",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 5/1)","84","84",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 5/1) Burlington","48","48",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 5/1) Frannie Deaver","59","59",True,False,False,False,False,"{MT,WY}"
"0003744463","131366 ","TCT Internet (Up to 5/1) Greybull Shell","93","93",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 5/1) Hamilton Dome","35","35",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 5/1) Hyattville","12","12",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 5/1) Lovell","86","86",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 5/1) Ten Sleep","52","52",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (up to 75/50)","67","67",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet up to 75/50","349","349",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 75/50)","1421","1421",True,False,False,False,False,"{WY}"
"0003744463","131366 ","TCT Internet (Up to 75/50- Frannie)","104","104",True,False,False,False,False,"{MT,WY}"
